statement,label
"let's mutual! all fandom , like/rt ya tysm ^^",0
Lm Want to eat messy bio that can be qris,0
"Ni dictations, I'm tired of hearing from yesterday -_-",0
"I'm restless and restless, it's been a month now, boy. What do you mean?",1
"Hey, what is this person who has been sent on the task of Sunday LPS but said thank you for sending the date, the pound was wrong, ey",0
"ping ! RT yes, we are mutual. Don't forget folbek.",0
Immediately not sunny my Monday ',0
Why am I so nervous?!!!,1
"""Bribing in legal matters is kufr."" (HR. Ath-Thabrani and Ar-Rabii') #RamadhanMonth of Struggle.ðŸ'¯. #l547b",0
"Between sad, anxious, ah! Gtw deh",1
why do you suddenly worry too much with cold sweat :))))),1
"pretending to be a jerk, when in fact you're the one who's more of a jerk. Playing a stupid victim haha",0
uh gone,0
Tl qnjir come to make excitement,0
"I swear my teacher is full of surprises, it makes me anxious",1
"Restlessness and restlessness is a â€œVirusâ€ disease of the liver. So, treat it with ""Eat and drink vegetable heart"" (Patience, Tawakkal and Zikrullah). God willing, liver viruses will die and disappear because of it... by hizboel",1
People expect it's not really that good. .Life is restless. This is how to get rid of it?,1
"I get traumatized. when he was a child, he was said to be ugly because he had a mole. When I grew up around high school I was also said to be ugly with a guy. Do you have a mole, is it a defect? is it a mistake i have a mole? I don't know why lately I'm starting to worry about this problem again",1
"Not many people are sure of their prayers, not many people are faithful to wait with what is prayed for. Prayer is unique, there is hope and feeling, there is worry and anxiety, there is tears and happiness. But the end of the prayer will always be the best for humans.",1
a little worried but it's okayyy,1
"When I'm done with this, why do I feel so dizzy.... But I swear I don't want to sleep, I'm really nervous when I'm told to sleep.",1
Restless and restless.. Mboh... lah..,1
"Lexicoustic broke, time for an acoustic tutti",0
"I'm very emotional with Ye-seul's boyfriend. hhh. It's freaky, duh, I'm just being injected, it's okay if I'm already kicking the shin with the other leg.",0
"Already restless, overwritten by restlessness, crushed by despair. Finally all broke. God job.",1
"shocked suddenly"" to logout",0
Bae!,0
Good morning prospective residents of hell~,0
"hi, can you help me tag my account or not? FIRE",0
"Is the necstar child jealous, am I still chatting with Inop?",0
"I'm so worried, my cellphone is about to fall again",1
"I'm nervous by nature, confused, nervous, when it's people, just relax :)",1
"In the past, if you knew there were people who didn't like me, you would immediately be worried, sad, find out why someone didn't like you.",1
Anxious to mute wa from someone,1
"I'm nervous about every plot of pictures on the next account, it's like trauma is being crushed by random humans even though my pictures are fine, it's not offensive or anything.",1
Want a syringe,0
adults are like this. last night was restless and restless. tomorrow morning like nothing happened,1
Weird but I like it,0
Wow slow :'),0
how about a prolonged period of anxiety..,1
"this is how the anjrt jbjb does it, but on all rtan, all yellow accounts",0
Waking up reading the group makes you emotional,0
"Is it late? .Ava month, let's be mutual, help like/rt it~~ eomma fb later ^^",0
why are you feeling so restless,1
Restless and happy at the same time this is so,1
"All wrong, back off dear, forward doubt. Stay in a restless and restless place",1
"every time you gassy, ​​atine must be restless,, ono sing koyo ngono ga??",1
"I'm nervous, when you come change anxiety and become anxious, I'm more worried. Tomorrow I will try to live without news from you again, quickly go away from my insincerity.",1
"Tea! Circlet for healers is it better for healing bonuses or according to the character, for example HP% or atk%? Has anyone tried the difference?",0
I can't tell the difference between the truth and the lie,0
"I want to ask, but I'm afraid. If you don't ask, you'll get even more restless",1
anxious,1
3 days anxious tremor,1
"[cm] guys, if today I follow up my dosbing, which from a week ago didn't give me any revision, is that okay? I want to say something like ""I'm sorry sir, if I follow up again, I want to finish it on Lebaran day, sir, so I can send it to ProdiðŸ™""",0
"don't want to sleep, don't be restless far",1
tonight's vite BBMAs don't forget ARMY! 23.00 o'clock,0
start your morning by reading au sunaosa,0
but my heart is still restless even though my mouth is talking,1
Selling spotify premium 1 month and 2 months. Can be activated with an extension. Just a low price,0
"I did enter UIA, just took the subject of UNGS, eee already uni req course, oh my god there are already many ungs",0
"dismayed = disappointed, anxious",1
"BEEP! follower? rt, jfb -xiaojun",0
Nightmares of a few minutes make you anxious and uninspired for days,1
"Guys, I want to transfer. I'll follow it later using the other acc, but the acc is still limited to 12 hours",0
WEKURO CHIMOLA AWESOME,0
Actually I'm worried. The original looks really scared. I've come to play/bite my nails :(,1
"We may give without loving, but we will not love without giving",0
AAAA I'M SO PROUD OF GOING TO DREAMIES,0
Can't believe it's already Eid :),0
Restless tonight,1
"A heart devoid of prayer and praise to God - easily restless, impatient, and angry for no reason.",1
"Remind me to get an sms from the BPR, the money has arrived",0
"Can't sleep because I'm worried it's not really good, I can't take it to watch too",1
sik like the taste of camtok «,0
"nctn! taeyong, jaehyun, taeil, mark, jeno collector, try dropping the wl, who knows i'll be there, i'll bang on the dm! + budget yaa",0
I've been restless ever since,1
Yeah babe we won,0
"Don't worry, don't know why",1
And again suddenly feeling nervous and anxious without knowing why :(.,1
Am I wrong?,0
Ptn! Has anyone registered for UNAIR using KIPK? What's the source of the cost then? Parents or scholarships? thank you,0
oh I'm so nervous,1
"Yes, what will happen later :'), I'm worried that I can control my emotions",1
Have you ever been... you're honest but you're the one who's restless hh,1
"Okay, diving mt already.",0
I hate mondays,0
"â€ I told you, I am I, you are you, the question of who is greater is a boring storyâ€ (Shikamaru Nara)",0
"Now, he's always anxious every day, it feels like he's waiting for a thesis trial, you know. I understand it feels nervous, worried, afraid. what's the difference now that you don't know what you're worried about",1
I feel so restless why are you sorry,1
"Yes, I have made it a reading account or just",0
"I hope that on this sunny day, friends, all of you are still given good health and sustenance :)",0
"Sometimes I can't even rest. Always worried, worried about this, even though I'm tired",1
-/-/- 00:10 8psx B,0
pink lamborghini,0
"why when you're worried, it hurts so bad it's hot and cold",1
"If this year the Google Maps train is to be updated, it must be full of roadblocks, full of ambulances. ..In the past, it looked like she was riding a bicycle, so cute.",0
"Nurture your own mind, don't be anxious and nervous, because by His side are calm souls.",1
Happy but also worried.,1
I'm nervous I don't know why. I don't feel calm,1
no chance to see her privates smile.,0
Dizziness™ƒ,0
"In the evening, towards the morning. A little worried, a lot of longing",1
I often dream during the day np da :(,0
"If you're tired, you're bored just say it.",0
Teteh teteh at the puskeswan cimahi really bitchy Ya Allah ²,0
"Oh my, I'm the one who's worried :(",1
"zoo suggest df for kittens that smell a bit strong, please, I want to change from wf to df",0
"The 5 dream ones were moved to a new unit, so why isn't the Anjrit so worried?",1
Boey 101,0
"Why do I think the more I think that having a relationship is happy, the more I worry, fear, worry :((",1
"stop disclaimer depression is easy... depression is sick, it's not good to be tired, mental illness isn't just depression",1
Restless and agitated,1
Suddenly didn't expect da..,0
Why do racers after the race immediately wear a hat??,0
Uh naninani,0
"always restless every night, even though I don't know why, what's wrong. strange.",1
"The peak period of my stress has passed and I am only noisy now. After going out with my friends yesterday, that makes me feel kinda better. At first I was afraid and anxious to go out, yes, because anxiety is still active. But well I hope I'll gain some weight after this storm, bismillaah",1
"Damn, I can't calm down since earlier. I'm really nervous",1
"Is there anyone who, when sick, can't sleep well, but sleeps restlessly?",1
"I'm mute, stuck in a dream sheet. I flinch when the clink of time calls out to me. I wake up, restless",1
HAH? CB? JUNE?,0
â€â•°â”€âž›âœŽï¹ .ð € ®ð ..â€â€â€,0
Anyinggg h-brp this Lebaran I just thought about buying Eid clothes but it's already this date who wants to deliver,0
Thank God it's all over. Wait for the tubik jah,0
"At first, I just did it, in the end I started to feel worried and anxious about the situation.",1
"Note to myself: Keep praying, even though we are not good people.ðŸŒ¹ðŸ'œ",0
121k one mangaðŸ¤”,0
night,0
hello? buddy it's been a long time since jbjb mutual. My account still looks like an RT bot huh .. tbh lately I've been feeling tired. Anxiety always comes suddenly for no reason so I think I hate myself even more. even yesterday i got to the point where the thought of hurting myself came to my brain,1
Ever been the most anxious to the point of being forced to be the most sincere,1
Insom + restless every day,1
Do not compare yourself to others. Envy only makes restless soul. Be yourself.,1
twitter mood now!,0
I'm listening to the Wonderland song using the volume pol speaker right away hahahahâœŠðŸ”¥,0
always worried about tomorrow,1
"Panic, don't know what to panic about. Restless alone, think too",1
Is the place to print like that still open today? urgent for thesis hmm jogja only,0
SEBASTIANN,0
Jir Gangerti is so proud of Dream,0
"Feeling restless, even though I'm fasting",1
"Oh God, why is it so hard to get to know new people now, scared, worried, worried... Tremors again. I'm so afraid of myself",1
Good morning everyone â,0
embarrassing,0
it's time we powder,0
"If you're nervous, you can't sleep normally.. this one is more fun, can't sleep too :)",1
Always haunted by anxiety,1
"Those who are new to mutualan, please read the bio, thanks",0
really like worry panic,1
Moots pray for me that I can finish the au!,0
"Unsettled !! That's when there is a test. But face it and get over it. It's been like that since the school days, the present can't be done like that. It could be",1
"Go to the salon, there's a mother, her hair is bleached eh, my hair feels hot £",0
"That's the same thing as typing, it's better to just die there",0
I'm lazy.. I'm so nervous,1
I sometimes get confused about what people send hampers for? .. seriously asking,0
"Really stubborn, even self-indulgent hhhh",0
"don't be nervous, and don't worry. When the time comes, you'll know what to do. ~Walt Disney",1
Indihouse why the hell,0
Yesss!!! Alhamdulillah!!!,0
"If you don't complain, you're not human",0
"the habit of chatting for a day, gadicchat immediately restless ™ƒ YES TP IS THE TIME I CHAT FIRST THE FACE W WANT TO TARO WHERE",1
"before Decade was made, to celebrate KR Hesei's birthday, the 2nd series Den-O was made #TokuFact",0
"want to win at the stall, bro",0
"Lm âš nit @ memb p1harmony, do you have one? Say '¸",0
Singing pen. Is there anything you want to sing? Album a - z is all heartbroken,0
"Isn't it weird when you suddenly enter the stage where you can't communicate with other people.. feeling lazy + anxious, it's one thing ²",1
why is my heart so restless,1
"It's been a week of restlessness, thx",1
Terooosss nervous huuuu,1
"What exactly is making me nervous, please, tell me!",1
but my heart is still restless even though my mouth is talking,1
oh my gosh,1
1 hour wake up 1 hour wake up ngde the restless is here kle cak after polishing dwg,1
Sleepy,0
New QSO:N3DAW->RW3BK (European Russia) FT8 40m 7864km,0
"Very sad, I feel heartbroken even though I don't know the reason",1
Why is it so easy for humans to ignore the expectations of other humans? You can still act normal. Hopefully kept away from this kind of human™,0
"My mind is really divided, until I fell asleep like I was feeling anxious, but I don't know what to worry about.",1
"It's messy, lazy",0
I want to do the assignment first so that in the afternoon I can focus on streamingðŸ™‚,0
"after being confessed, I'm really nervous",1
"It's anjir, the past few days it's been really messy, so I'm nervous why the assignments don't show up . Usually Monday/Tuesday there are assignments and the deadline is Wednesday/Thursday -_-",1
"Seriously, what kind of sorting place is my package being held in?",0
"Anxious alone, sad alone, not having peace",1
have you showered?,0
I want to exhale the restlessness in my chest with my breath,1
Why am I a little worried :(,1
Do not compare yourself to others. Envy only makes restless soul. Be yourself.,1
"I'm so nervous, what's wrong?!",1
"Ah I see, it seems that nausea is caused by being too anxious :)) It's really scary when you're overthinking..",1
"I wonder why lately I've been nervous when it's already above 9 o'clock, even though there's no problem. How do you prevent anxiety?",1
Restless restlessness accompanies,1
"people seem calm, happy like there's no problem because only one smile we throw out but sad, restless and anxious millions of which we keep to ourselves, only we know.",1
"ask guys pls help me recommend an eyeshadow that is pigmented but cheap, if it can be good for smokey eyes, thank u!",0
I'm worried.. I'm in a bad mood.. but excited to see law school..,1
"When you hear the song, your heart becomes calm and when you hear the Koran, your heart becomes tense and restless.. it's a sign that your heart is hit by CORONA BLOOD.. you need to think about it.. because life is not a game.",1
excited oyy,0
aren't you worried? aren't you worried? don't you worry...,1
Feeling restless,1
"What is the ruling on selling fake goods, lift 10, sell 90?",0
I'm even worried about myself :((,1
"Sometimes feel anxious because tomorrow. .Tired of thinking. I have to rest. In the end, it looks green, but it's stressful again. .It's really a cycle huhuuuu -.-",1
It's really too much bone,0
why am I the dean why huh?? I'm really nervous,1
"The closer to the holiday, the THR (Task Hari Raya) is getting more and more 2â–",0
Why are most public teachers old?,0
"en! psrn bene only aladdin how much huh? want to sell, I'm confused, how much is the price",0
jyp qud,0
"Wow, I'm getting restless, let's sleep",1
"I like not knowing myself. Having a mentality that is very easy to get down, often feels worried or anxious, has difficulty controlling thoughts, is very easily hurt. Sometimes what makes us suffer is to think too much about what other people say.",1
"Anxious about the future, will it be gold or just moans.",1
"If you want to buy gasoline, you have money ready in your jacket pocket, when you arrive at the gas station, usually the money is not there, the big ones run away, the small ones don't do good :(",0
Gratitude system.,0
I'm lazy to complain about it ba ihh,0
todo mi tl es jyp,0
"Grandpa, it's hard to sleep, people are restless, sleep in a while, wake up again, wake up again, duh, tips on how to sleep, don't have to feel restless this time ”",1
oh i'm touched,0
"Restless, restless, anxious. Please be anxious.",1
"I'm nervous, worried but I don't know why",1
"Don't make decisions when you're not fit, let alone the market is blushing red because of anxiety, fear and your psychological condition is not good #notetomyself #learningcrypto",1
"I'm so restless feeling that I can't calm down, my mind isn't calm but I don't know what to think",1
"I'm really scared, nervous every day…",1
"want to sleep restless, wake up restless. what do you want to die for?",1
"The restlessness that hit, really disturbs the atmosphere",1
okok,0
gabole give up gabole give up,0
"Let's not be nervous, how about ™‚",1
#DDSquotes | I kintaro Toyama will do it by risking the good name of my ancestor,0
Restless and agitated,1
restless restless accompanying,1
"sometimes the government if the campus is iku podo,..podoÂ² ra ngutek",0
I don't like feeling like this!! Kind of restless,1
KKKKKKKKKKKKSERIO,0
"Overthinking, restless, dizzy, tired, wants to cry, sucks in starting to enter the room",1
"Kinda not very excited. Restless, many thoughts, bored, confused, sad, angry, afraid, frantic. Ah...",1
"Nabilah likes science, art, religion, English lessons #NabilahFacts",0
@aajtakkrishnakant rathore janjgir chhatisgarh se bina covid so that koi patient hai to us patient ka ilaj tak koi hospt.nhi kr rhe mujhe pulmonary doctor se consult karwa dijiye sir yha koi v nhi dekh rhe mujhe saas ki taklif problem ho jbki brething,0
hopefully today there will be more sustenance,0
"And the most different aspect is in the mindset aloneâ€¦ Intine ra gumun, Grandma look at Dapurane",0
"These few days every time you sleep restlessly, I don't understand why :(",1
Why am I getting anxious at the end of the day?,1
system,0
I'm really worried but I don't know why,1
Anyone monitoring my acc,0
"Strange. I don't have work today and I have a bit of free time so I can read shrill novels but... it feels weird. I've been nervous about checking the google calendar just in case if I read it wrong. But it's still weird, how about this, like you should be looking for a job to get rid of this feeling.",1
Slowly I want to talk about feeling uneasy with the situation,1
"Alone, accompanying you in silence. Throwing all restlessness in your heart. Trying to find peace of mind. Who has been betrayed all this time",1
Usually no later than 9 am already asleep. This is because the thought of something is even restless,1
I want to exhale the restlessness in my chest with my breath,1
"Why are you worried about getting lost? The panic feeling is also really annoying, not just crying that bothers you. Kayak hey wft!",1
"""Yesterday, I was worried half to death, now my wife is aware of being stiff again... how about that?""",1
Hell yeah varsity life,1
"What's wrong with my face, ladies and gentlemen",0
Controlling anxiety is not as easy as it sounds.,1
Looks like I'm going to leave WhatsApp aka I don't want to open it often because I don't know why I'm worried every time I open it,1
I really never thought to change you to be like I want. Because actually I want to love you when you are yourself :),0
Bumbleby Sakakallen au,0
PutanGINA JIBEOM'S VCALS TALAGABS,0
I'm so nervous ° [],1
"I really do this istikhara prayer. The excitement is not crazy, I'm really worried",1
"I'm annoyed, the tbtb lecturer said the exam was on a day that wasn't scheduled, it was already the same morning, he said he was still asking for student approval but it was his own decisionðŸ™„",0
"I haven't showered yet, give me motivation to take a shower",0
"we are two people who can't possibly be together, but strangely I still hope that someday we will be together.",0
htolo there is a rep an huntu,0
"It's so toxic, every night I'm always afraid of forgetting to do something I'm so nervous gt anjr",1
¨ðŸ »â€ '»: Minho is now able to climb trees.,0
"Fak, I forgot today is the first day, I'm already 30 minutes late :)",0
"If you're nervous looking for the best position before going to sleep, it feels like someone's watching you ™„",1
"Oops, why are you all cold, you keep getting nauseous, restless, your mouth is sour and cold, that's really not good",1
"I can't understand how stupid they are? The feeling of ghozwah stories, even the first crusade, no one attacked when others were worshiping",0
"Every time I wake up, I'm definitely nervous and excited, until when are you going to try ™‚",1
Tbtb so worried sorry,1
I'm so worried 5 days of not coming home wey,1
"Honestly, I'm really crazy, suspend even laugh",0
This week really can't calm down– there's just something that's bothering me,1
Like to worry about the future,1
Want to be accompanied,0
"Set the iron for raya clothes, mom!",0
"I don't know if my mind breaks down, but I don't want to think about it :( , why do I feel restless?",1
It's never too late to take care of yourself if the anxiety created by your own mind doesn't always prove to be true...,1
Can't watch vivo for 4 more hours otw pls ™ƒ,0
"Later when you are tired of the new one, and then you look back and feel guilty for me, don't be a bit nervous. Trust me, I have forgiven you. Even though I will never accept you again.",1
BECAUSE THE LYSN NOTIFIC NEVER ENTERED YESTERDAY ECHAN'S CHAT WAS NEGLECTED,0
Feeling so restless lately.,1
Sensitive feelings make the heart restless.,1
"Since college, I've been worried all the time, thinking about work and surviving when I'm offline",1
a lot of sucks,0
"jeongwoo's nosebleed, I'm so cranky that I can't sleep.... my gosh...",0
HIS BD CARD KANON IS CUTE HSHSHSHS SAD NO FREE STAR,0
It's lonely no one gave thrðŸ˜ðŸ˜ðŸ˜,0
The habit of being anxious is clear,1
Is there anyone here who always feels restless every time they get older?,1
"If you arrive in Indonesia, how much will it be?",0
I'm dancing on the edge of restlessness,1
I don't know how many years it took me to jump in until I could feel the descent without worrying ²,1
wake me up,0
"This is how it feels.. not calm, restless don't know why, I wake up and wake up, my heart feels like it's piling up thinking about something..",1
Awkward if you're just Malay here,0
12:00 PM - CurrTemp 12.5C MaxTemp 12.8C MinTemp 11.5C Baro 1009.2hpa Rain 10.8mm,0
starting to get restless with life's journey like this,1
"waiting for uncertainty, please be anxious",1
Why is seungcheol so cute,0
OH GOD WANT TO FOLLOW WHO ELSE FORGETS TO UNAME THE REST,0
Ella - sneeze.You - sad,0
Too nervous,1
2 million yu can yu,0
Melaka is so small you know '€,0
"H-2 this Eid guys, what have you prepared for this?",0
There will always be calm in the midst of restlessness,1
"Why do thoughts in the future always make you anxious, even though it is not necessarily the case. Whyyyyy? I'm so dizzy. Pdhl has encouraged himself to calm down, be patient, take it slow. Is there any medicine?",1
kim minjeong <3,0
niga nomu acawo rip,0
aaa today mv dreamðŸ˜†,0
"""No regrets or grudges/angry at things that have passed, and not worrying too much about the future, that's true serenity.""",1
"Everything feels so short and for now starting to be afraid to lose, starting to feel anxious about various things, somehow if it really happened",1
"If you invite someone to interact and they respond in an unpleasant way, don't immediately swear on something bad, bro. It could be that he's in a bad mood, and you happen to be the one who invites him to interact. If he intends to reply sufficiently, he will reply because you ask a lot of questions. :)",0
"Why is it so hard to control my sleep schedule lately :( I feel like I have something to be afraid of, I'm worried, even though my head is really dizzy. I can even sleep an hour before sahur. Previously, there were no sleep disturbances at all, but my eyes hurt, but hard to guarantee.",1
Restless and restless,1
"They say I'm strong, I'm stoned, I always have panic attacks when I'm restless at night, it's not clear who knows, I don't leave my room all day because I'm so tired, I'm so tired, some people care, they say I'm lazy, even though they don't know why I'm like that. It seems like my mental health is not important",1
"Want to gas, look at the vulnerable hours, okay or not",0
"Shit, worry again, throw up again!",1
"""No regrets or grudges/angry at things that have passed, and don't put too much anxiety over the record period #COYS",1
"Asking questions also depends. I remember I made a mistake in the critical part. Even if you ask something that hangs itself, I'm sure. Harammm.",0
"I'm confused, I'm not feeling good lately. Every time I want to sleep, I always feel restless",1
"AFK FOR A LIFE, THERE'S A JAPANESE LANGUAGE EXAMINATION. COULD FORGET #DIE",0
"I'm really nervous, why is it, I don't have much worship..",1
"Some days, I don't think I'm doing well, so I feel like I'm really crying, scared, anxious, just sad. until I think of this when I cry, does my fast break or not?",1
"Time is slow for those who wait, too long for those who are restless, and too short for those who are happy",1
"Urmi has a fever, I'm already sad and restless.. What's more, this little girl has a fever, ha ha ha",1
"tired of overtingking, tired of worrying too much, tired of being tired",1
The last time I felt this nervous was on Wednesday. When he found out his mother died. I hope this isn't a sign anymore,1
"When your cigarettes are different, please share, I'll try one.",0
Your face is always here. Stay here even if it's only in a dream,0
restless can't sleep hm,1
11 minute video but upload takes soooooo hours~,0
dog,0
"there is a task to complain, there is no task to worry, wonder",1
"Don't worry, don't worry",1
#Fact_Yuri.Yuri is not good at Cooking.,0
"O Allah, remove the restlessness in my heart.",1
"How to get rid of anxiety, please, I want to be normal",1
"imagine you want to commit suicide, but you don't want suicide",0
Pisteng yawaaaa pota ma internet YAWA!!!!!!,0
Confused :-( ##ucil,0
"It's been a long time since I've been here, I'm suddenly restless + crazy chest pain",1
"I'm so nervous, I'm hungry too Bismillah yaa",1
"They say that if we are snacking all the time we are lazy, it could be that we are restless/something is on our minds. That's right,",1
What color brackets shirt is the old one this year? I want to buy this,0
"restless heart, sleep is difficult.",1
Gayoon 2nd in SM 9 Best Singer Contest. #fact4Minute,0
"If the govt announces a total lockdown once again, I'm determined to get married!",0
"I HAVE BEEN DOYOUNG WITH JAEMIN STAN KEK EVERY DAY, my heart hibernates into the intestines",0
"Thank God, I can still see the files piled up on the table this morning",0
Thank God the CB is over for Eid,0
"If you are already a mate, all doubts will be whole, all worries will surely come true",1
q paso con jyp,0
why do you like to be nervous for no reason,1
It's worth not buying an airpod pro. But already bought. Huwaaa,0
"Restless,. Locked in all motion. Whipped in the brain noisy debate about decisions. Make friends with fear and risk",1
really sick wl tae my prices are above 200 all some even get up to 300+,0
"others are busy Monday, I'm even busy on Monday",0
"When nervous is worse, it turns out that it's better to be told to wait than to be messed up like this",1
"How come I'm not in this mood for shopping for clothes... I'm so annoyed. Before getting pregnant, usually every month there must be 1 dress that you buy. NOW WHERE EVER. Just looking, I'm not in the mood",0
"I was really extravagant yesterday, 120k floated in a day. Chaotic",0
everything will be very valuable when it's not ours anymore..#experiencesimbah,0
"Don't worry, karma is there, hauuuhzzzz",1
Can't drop my signal template arghhðŸ˜”ðŸ˜¾,0
,1
sofa<bua til 2016-2017 playlista,0
wow shey. I just realized and just found out there is a break in my face :),0
"I've been feeling restless for the past few days, now I'm nauseous, like someone...",1
"Here from now on, my heart is restless",1
âœ¨SELLING PREMIUM APPâ.â€”spotifyâ€”.activationâ€”â€”renew.15kâ€”â€”18k/ mo.20kâ€”â€”25k/ 2 mo..â€”warranty (except viu).â€”1x24 hour processing.â€”payment via fund/ovo+1k/gopay+1k/shopeepay+1k,0
"It's 3 o'clock, the call to prayer for the morning prayer isn't cool, I'm panicking",0
No one has asked you to notify my story. Why do I really have to notify your story? Strange,0
1Barisan Mujahid steps forward HP_Don_ Hadi Prabowo #HPDonMenang #PKS3 Besar,0
"I don't know why, after every Eid prayer, I suddenly feel restless, it's not clear in the end, I'm not in the mood for friendship or what people usually do on Eid :(",1
why is this.. suddenly very nervous,1
The right time to cut / file nails is when the tip of the nail is half to 1 centimeter from the tip of the nail field.. #health,0
The default is so restless haha,1
"My stomach work if I'm not hungry, it's smooth, skinny or skinny",0
"No need to worry, your story is written by the best screenwriters",1
this time there are many bucin stories that can't be shared hihi,0
"Always success, salshaabilaa <3",0
"Once gassi like each other, it's okay. ANJEEEEEEEER EASY DAY.",1
What is the sign of restlessness -_-,1
"Lately, I've been feeling restless and restless. Haihh",1
"Achieving goals is not jumping over the ocean, but walking step by step to the top.",0
Bela Lo is really annoying,0
"suddenly ""I forgot how to make an email...",0
"Then when will I be graduated, my juniors have already arrived. My heart is worried that it's still like this, my best friend has dropped out",1
dog.,0
"I don't know why. The body is limp, the brain is not clear, and the self is restless.",1
fren are you cryingðŸ˜ðŸ˜ðŸ˜,0
"Believe me, he loves you very much.. It's just that you are too worried about losing, because you have fallen so many times",1
aaaaaaaaa wrong,0
kenjaku flop,0
"Come on, come on, let's go... 10 years could be passed before, it's not even a month yet, I'm already restless",1
miss you?,0
"I haven't slept well for 2 days, it's like I'm restless. why huh :([].",1
"bro, need inact y18 - y20, want to see how much t is, please tell me pl guys",0
"Ask for prayer. I'm really scared hehehe I'm really worried. Anyway, ask for prayer",1
"we don't know, don't ask me to cheat, asu",0
"I want to ask. I'm an extrovert, but the more I come here, the more scared I am when I meet a lot of people, I feel anxious right away. Does anyone know why that is?",1
"Today's energy is very heavy. You have to go to the doctor, have an ultrasound, then an X-ray. The results will be known tomorrow. Ugh, so worried.",1
"I also feel like a person who is not good at being grateful. If you want to relax, you still feel restless",1
I swear I've been feeling restless since morning,1
"that's right, LPC",0
"What's wrong with my business like this? Later I'll be busy counting money, you're busy looking for work wkwkwk",0
"May May be accompanied by good news. The injured, get well soon. Sorrow turns to love. Quieter anxiety. And prayers that are more patient...#senjamu",1
Why doesn't anyone open a warteg at Goldfinch!?????,0
"I'm really nervous about choosing between boring or chilling, PLEASE",1
The highest level of miss is when you are worried about him for no apparent reason.,1
"In the past, they were said to be fl0p, insulted, now they have proven that their struggle was not in vain, waiting 5 years to get a full album. It's heavy bro, haters who are always looking for mistakes to hate them now better shut up. You don't need to hate them/hate one of the members. Thanks",0
OH PTN,0
Eid is coming baby,0
2 weeks until the exam and already starting to get restless and have a lot of thoughts,1
"When you're working on something, and suddenly feel restless and anxious even though nothing's going on...haha what's the matter, my self",1
Seems like it's a lot of sin when you're so restless,1
"Alright, that's enough to annoy you guys",0
"[Cm] Please calm me down, friends â. Say ""it's okay"" if my research is taking a long time. ""It's okay"" if you haven't written a thesis yet. ""It's okay"" if graduation is a bit behind the plan. Is that okay??? â. I'm starting to get restless myself :(( my research is already 5 months because (+2 months internship)ðŸ˜",1
[hbl] MV txt that makes you mind blowing?,0
"It used to be beautiful. But now it's real. Feels restless, restless, etc.;(",1
"I'm broken and fragile, I'm hurt, I can't stand the anxiety anymore, I can't stand the love. Until now I was ignored, not seen, even left far away. I'm not like what he wants, so I'll just step back.",1
I'm happy right.. pre order already want 2m how about tomorrow,0
"More restless. Hopefully those who are there are okay.... Oh Allah protect him..... Amen, robbal alamin",1
What's clay? Am I a banana?,0
WHY WAS NOBODY WAKE UP MY DOG I'M LATE ABSENT FAK,0
DE DONDE SACAN LO DE JYP DIGAN,0
"It seems like I'm really at the anxiety stage every time I open WhatsApp. It feels really anxious, scared, nervous, feeling guilty, feeling useless. I want to disappear, but discussing assignments and exhibitions there, all of them...",1
"Starting to worry again if you have a lot of schedules, even though yesterday it was neatly arranged. How come biso missed ouch :')",1
"lazy like this if you are in a position of restlessness, indecision, confusion. make a decision :(",1
Isaka No.1 - Jibu Salam,0
"3 nights, I'm restless, dumbfounded and then cry, I'm mentally ill. I'm so weak",1
"Help! Lately, whenever I meet a lot of people I don't know, I always feel really dizzy, my stomach suddenly feels nauseous, anxious, panicked. How do you solve it? And why is that?",1
"So handsome, it's unclean even though my face looks like it's runny",0
"It just felt like a storm, rumbling, boisterous, restless and quite stifling.",1
nutmeg gadapet gadapet tail,0
who only has holidays on red days??? yes atma,0
"I'm excited but I don't know why, there's no reason, I'm nervous, I have a stomach ache but I'm scared, I know I'm tired, this is the third time today, hah â€” hah :)",1
I'M SURE AFTER THE NINGNING TEEL TEASER MY CONTENT:..ðŸ¥µðŸ¥µðŸ¥µðŸ¥µðŸ¥µðŸ¥µðŸ˜©ðŸ˜©ðŸ˜©ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸŒ¶ ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ðŸŒ ©ðŸ”¥ðŸ˜ðŸ¥µðŸ˜ðŸ¥µðŸ”¥ðŸ˜©ðŸ”¥ðŸ¥µðŸ¥µðŸŒ¶ï¸ ”¥ðŸ¥µ,0
"Undip Menfess hasn't sent the scale, bro?",0
"you can worry, you can worry. no one forbids.",1
"Ptn! What do you think about fasting on social media after utbk? I'm really worried that I don't want to open social media, but I can't use Twitter because I need information to register",1
hi i just woke up,0
Hmm why are you so nervous,1
"every break, you must be nervous, like something is wrong, but what the heck",1
On the sidelines of anxiety there may be a longing that we must reap together.,1
Other people don't know I feel anxious every day.,1
Feeling restless it's been a few months not making a living with creativity,1
"tips, so you can sleep well, relax, so you don't get restless..",1
When your happiness room is taken forcibly by circumstances but you are still waiting for it at the door of your happy room,0
